,rating,category_1
1848,4.0,Computers & Accessories
1849,5.0,Computers & Accessories
1850,4.0,Computers & Accessories
1851,4.0,Computers & Accessories
1852,5.0,Computers & Accessories
1853,4.0,Computers & Accessories
1854,3.0,Camera & Photo
1855,4.0,Computers & Accessories
1856,2.0,Computers & Accessories
1857,5.0,Computers & Accessories
1858,5.0,Camera & Photo
1859,4.0,Camera & Photo
1860,1.0,Camera & Photo
1861,5.0,Camera & Photo
1862,5.0,Camera & Photo
1863,4.0,Camera & Photo
1864,5.0,Computers & Accessories
1865,3.0,Computers & Accessories
1866,3.0,Computers & Accessories
1867,5.0,Computers & Accessories
1868,2.0,Computers & Accessories
1869,5.0,Computers & Accessories
1870,5.0,Computers & Accessories
1871,2.0,Computers & Accessories
1872,5.0,Computers & Accessories
1873,1.0,Computers & Accessories
1874,1.0,Computers & Accessories
1875,4.0,Accessories & Supplies
1876,4.0,Camera & Photo
1877,5.0,Camera & Photo
1878,5.0,Camera & Photo
1879,5.0,Camera & Photo
1880,5.0,Camera & Photo
1881,5.0,Camera & Photo
1882,3.0,Camera & Photo
1883,2.0,Camera & Photo
1884,5.0,Camera & Photo
1885,4.0,Camera & Photo
1886,5.0,Camera & Photo
1887,5.0,Camera & Photo
1888,5.0,Camera & Photo
1889,4.0,Accessories & Supplies
1890,5.0,Accessories & Supplies
1891,5.0,Accessories & Supplies
1892,5.0,Accessories & Supplies
1893,5.0,Accessories & Supplies
1894,5.0,Accessories & Supplies
1895,4.0,Accessories & Supplies
1896,5.0,Accessories & Supplies
1897,5.0,Accessories & Supplies
1898,5.0,Accessories & Supplies
1899,5.0,Accessories & Supplies
1900,4.0,Accessories & Supplies
1901,5.0,Accessories & Supplies
1902,5.0,Accessories & Supplies
1903,5.0,Accessories & Supplies
1904,5.0,Accessories & Supplies
1905,5.0,Accessories & Supplies
1906,5.0,Accessories & Supplies
1907,1.0,Accessories & Supplies
1908,5.0,Accessories & Supplies
1909,1.0,Camera & Photo
1910,5.0,Portable Audio & Video
1911,4.0,Portable Audio & Video
1912,5.0,Portable Audio & Video
1913,1.0,Portable Audio & Video
1914,5.0,Portable Audio & Video
1915,4.0,Camera & Photo
1916,4.0,Camera & Photo
1917,5.0,Camera & Photo
1918,2.0,Camera & Photo
1919,5.0,Camera & Photo
1920,4.0,Camera & Photo
1921,5.0,Camera & Photo
1922,5.0,Camera & Photo
1923,5.0,Camera & Photo
1924,5.0,Camera & Photo
1925,5.0,Camera & Photo
1926,5.0,Camera & Photo
1927,5.0,Camera & Photo
1928,5.0,Camera & Photo
1929,5.0,Camera & Photo
1930,1.0,Camera & Photo
1931,5.0,Headphones
1932,1.0,Security & Surveillance
1933,5.0,Security & Surveillance
1934,5.0,Computers & Accessories
1935,5.0,Computers & Accessories
1936,5.0,Computers & Accessories
1937,1.0,Portable Audio & Video
1938,5.0,Portable Audio & Video
1939,4.0,Camera & Photo
1940,2.0,Camera & Photo
1941,4.0,Camera & Photo
1942,4.0,Camera & Photo
1943,1.0,Camera & Photo
1944,5.0,Camera & Photo
1945,3.0,Camera & Photo
1946,5.0,Camera & Photo
1947,2.0,Camera & Photo
1948,5.0,Camera & Photo
1949,1.0,Camera & Photo
1950,1.0,Camera & Photo
1951,5.0,Camera & Photo
1952,5.0,Camera & Photo
1953,4.0,Accessories & Supplies
1954,3.0,Camera & Photo
1955,3.0,Camera & Photo
1956,4.0,Camera & Photo
1957,3.0,Camera & Photo
1958,5.0,Camera & Photo
1959,1.0,Camera & Photo
1960,5.0,Camera & Photo
1961,2.0,Camera & Photo
1962,3.0,Camera & Photo
1963,5.0,Camera & Photo
1964,4.0,Camera & Photo
1965,5.0,Camera & Photo
1966,4.0,Camera & Photo
1967,5.0,Camera & Photo
1968,5.0,Camera & Photo
1969,4.0,Camera & Photo
1970,5.0,Camera & Photo
1971,4.0,Camera & Photo
1972,5.0,Camera & Photo
1973,4.0,Camera & Photo
1974,5.0,Portable Audio & Video
1975,5.0,Portable Audio & Video
1976,4.0,Computers & Accessories
1977,5.0,Computers & Accessories
1978,4.0,Computers & Accessories
1979,5.0,Computers & Accessories
1980,5.0,Computers & Accessories
1981,1.0,Computers & Accessories
1982,5.0,Computers & Accessories
1983,4.0,Portable Audio & Video
1984,5.0,Portable Audio & Video
1985,3.0,Portable Audio & Video
1986,1.0,Portable Audio & Video
1987,3.0,Portable Audio & Video
1988,1.0,Portable Audio & Video
1989,2.0,Portable Audio & Video
1990,4.0,Portable Audio & Video
1991,4.0,Portable Audio & Video
1992,2.0,Portable Audio & Video
1993,3.0,Portable Audio & Video
1994,2.0,Portable Audio & Video
1995,4.0,Portable Audio & Video
1996,4.0,Portable Audio & Video
1997,4.0,Portable Audio & Video
1998,4.0,Portable Audio & Video
1999,4.0,Portable Audio & Video
2000,4.0,Portable Audio & Video
2001,2.0,Portable Audio & Video
2002,2.0,Portable Audio & Video
2003,4.0,Accessories & Supplies
2004,3.0,Accessories & Supplies
2005,5.0,Accessories & Supplies
2006,3.0,Accessories & Supplies
2007,4.0,Accessories & Supplies
2008,3.0,Accessories & Supplies
2009,5.0,Accessories & Supplies
2010,4.0,Accessories & Supplies
2011,5.0,Accessories & Supplies
2012,4.0,Accessories & Supplies
2013,4.0,Accessories & Supplies
2014,4.0,Accessories & Supplies
2015,2.0,Accessories & Supplies
2016,4.0,Accessories & Supplies
2017,4.0,Accessories & Supplies
2018,5.0,Accessories & Supplies
2019,3.0,Accessories & Supplies
2020,5.0,Accessories & Supplies
2021,3.0,Accessories & Supplies
2022,2.0,Accessories & Supplies
2023,5.0,Computers & Accessories
2024,5.0,Computers & Accessories
2025,5.0,Computers & Accessories
2026,5.0,Computers & Accessories
2027,1.0,Camera & Photo
2028,1.0,Camera & Photo
2029,5.0,Camera & Photo
2030,5.0,Camera & Photo
2031,3.0,Car & Vehicle Electronics
2032,3.0,Car & Vehicle Electronics
2033,4.0,Car & Vehicle Electronics
2034,5.0,Car & Vehicle Electronics
2035,3.0,Camera & Photo
2036,1.0,Camera & Photo
2037,4.0,Camera & Photo
2038,4.0,Camera & Photo
2039,5.0,Camera & Photo
2040,4.0,Camera & Photo
2041,5.0,Camera & Photo
2042,1.0,Camera & Photo
2043,5.0,Camera & Photo
2044,4.0,Accessories & Supplies
2045,5.0,Accessories & Supplies
2046,5.0,Accessories & Supplies
2047,5.0,Accessories & Supplies
2048,5.0,Accessories & Supplies
2049,5.0,Camera & Photo
2050,5.0,Accessories & Supplies
2051,5.0,Accessories & Supplies
2052,4.0,Headphones
2053,5.0,Headphones
2054,4.0,Headphones
2055,4.0,Headphones
2056,3.0,Headphones
2057,5.0,Headphones
2058,3.0,Headphones
2059,5.0,Headphones
2060,2.0,Headphones
2061,5.0,Headphones
2062,2.0,Headphones
2063,3.0,Headphones
2064,3.0,Headphones
2065,5.0,Headphones
2066,3.0,Headphones
2067,5.0,Camera & Photo
2068,3.0,Camera & Photo
2069,5.0,Camera & Photo
2070,5.0,Camera & Photo
2071,5.0,Camera & Photo
2072,5.0,Camera & Photo
2073,5.0,Camera & Photo
2074,5.0,Camera & Photo
2075,5.0,Camera & Photo
2076,5.0,Camera & Photo
2077,5.0,Camera & Photo
2078,3.0,Home Audio
2079,3.0,Home Audio
2080,1.0,Home Audio
2081,5.0,Home Audio
2082,1.0,Home Audio
2083,5.0,Home Audio
2084,1.0,Home Audio
2085,5.0,Home Audio
2086,1.0,Home Audio
2087,5.0,Home Audio
2088,1.0,Home Audio
2089,5.0,Home Audio
2090,5.0,Home Audio
2091,1.0,Home Audio
2092,5.0,Accessories & Supplies
2093,4.0,Camera & Photo
2094,3.0,Camera & Photo
2095,5.0,Camera & Photo
2096,5.0,Camera & Photo
2097,5.0,Camera & Photo
2098,5.0,eBook Readers & Accessories
2099,5.0,Camera & Photo
2100,3.0,Camera & Photo
2101,4.0,Camera & Photo
2102,4.0,Camera & Photo
2103,5.0,Camera & Photo
2104,5.0,Camera & Photo
2105,3.0,Camera & Photo
2106,4.0,Camera & Photo
2107,3.0,Camera & Photo
2108,4.0,Camera & Photo
2109,5.0,Camera & Photo
2110,4.0,Camera & Photo
2111,3.0,Camera & Photo
2112,4.0,Camera & Photo
2113,4.0,Camera & Photo
2114,3.0,Camera & Photo
2115,4.0,Camera & Photo
2116,5.0,Camera & Photo
2117,3.0,Camera & Photo
2118,4.0,Camera & Photo
2119,4.0,Car & Vehicle Electronics
2120,3.0,Computers & Accessories
2121,4.0,Computers & Accessories
2122,2.0,Computers & Accessories
2123,2.0,Computers & Accessories
2124,2.0,Computers & Accessories
2125,1.0,Computers & Accessories
2126,1.0,Computers & Accessories
2127,1.0,Computers & Accessories
2128,1.0,Computers & Accessories
2129,1.0,Computers & Accessories
2130,1.0,Computers & Accessories
2131,1.0,Computers & Accessories
2132,1.0,Computers & Accessories
2133,1.0,Computers & Accessories
2134,1.0,Computers & Accessories
2135,1.0,Computers & Accessories
2136,3.0,Computers & Accessories
2137,5.0,Accessories & Supplies
2138,5.0,Accessories & Supplies
2139,5.0,Accessories & Supplies
2140,5.0,Accessories & Supplies
2141,5.0,Accessories & Supplies
2142,5.0,Accessories & Supplies
2143,4.0,Accessories & Supplies
2144,5.0,Accessories & Supplies
2145,5.0,Accessories & Supplies
2146,5.0,Accessories & Supplies
2147,5.0,Accessories & Supplies
2148,5.0,Accessories & Supplies
2149,5.0,Accessories & Supplies
2150,5.0,Accessories & Supplies
2151,5.0,Accessories & Supplies
2152,4.0,Accessories & Supplies
2153,5.0,Accessories & Supplies
2154,5.0,Accessories & Supplies
2155,5.0,Accessories & Supplies
2156,3.0,Accessories & Supplies
2157,1.0,Accessories & Supplies
2158,5.0,Accessories & Supplies
2159,5.0,Accessories & Supplies
2160,4.0,Camera & Photo
2161,5.0,Computers & Accessories
2162,5.0,Computers & Accessories
2163,1.0,Computers & Accessories
2164,2.0,Camera & Photo
2165,4.0,Computers & Accessories
2166,5.0,Computers & Accessories
2167,5.0,Computers & Accessories
2168,5.0,Computers & Accessories
2169,5.0,Computers & Accessories
2170,2.0,Camera & Photo
2171,5.0,Camera & Photo
2172,1.0,Camera & Photo
2173,5.0,Camera & Photo
2174,5.0,Camera & Photo
2175,1.0,Computers & Accessories
2176,4.0,Camera & Photo
2177,5.0,Camera & Photo
2178,5.0,Camera & Photo
2179,5.0,Camera & Photo
2180,5.0,Camera & Photo
2181,3.0,Computers & Accessories
2182,5.0,Computers & Accessories
2183,5.0,Computers & Accessories
2184,4.0,Computers & Accessories
2185,3.0,Computers & Accessories
2186,4.0,Computers & Accessories
2187,5.0,Computers & Accessories
2188,5.0,Computers & Accessories
2189,2.0,Camera & Photo
2190,5.0,Camera & Photo
2191,4.0,Computers & Accessories
2192,5.0,Computers & Accessories
2193,5.0,Computers & Accessories
2194,1.0,Computers & Accessories
2195,3.0,Accessories & Supplies
2196,4.0,Accessories & Supplies
2197,2.0,Accessories & Supplies
2198,5.0,Accessories & Supplies
2199,4.0,Accessories & Supplies
2200,4.0,Accessories & Supplies
2201,5.0,Accessories & Supplies
2202,5.0,Accessories & Supplies
2203,5.0,Accessories & Supplies
2204,5.0,Accessories & Supplies
2205,5.0,Accessories & Supplies
2206,5.0,Accessories & Supplies
2207,5.0,Accessories & Supplies
2208,5.0,Accessories & Supplies
2209,5.0,Accessories & Supplies
2210,5.0,Accessories & Supplies
2211,4.0,Accessories & Supplies
2212,2.0,Accessories & Supplies
2213,4.0,Accessories & Supplies
2214,5.0,Accessories & Supplies
2215,4.0,Camera & Photo
2216,4.0,Camera & Photo
2217,3.0,Camera & Photo
2218,5.0,Camera & Photo
2219,3.0,Camera & Photo
2220,5.0,Camera & Photo
2221,4.0,Camera & Photo
2222,2.0,Camera & Photo
2223,5.0,Camera & Photo
2224,4.0,Camera & Photo
2225,4.0,Camera & Photo
2226,5.0,Camera & Photo
2227,5.0,Camera & Photo
2228,5.0,Camera & Photo
2229,4.0,Camera & Photo
2230,4.0,Camera & Photo
2231,4.0,Camera & Photo
2232,5.0,Camera & Photo
2233,4.0,Camera & Photo
2234,4.0,Camera & Photo
2235,5.0,Computers & Accessories
2236,1.0,Computers & Accessories
2237,5.0,Camera & Photo
2238,5.0,Camera & Photo
2239,5.0,Camera & Photo
2240,5.0,Camera & Photo
2241,5.0,Camera & Photo
2242,5.0,Camera & Photo
2243,4.0,Camera & Photo
2244,5.0,Camera & Photo
2245,5.0,Camera & Photo
2246,5.0,Camera & Photo
2247,4.0,Camera & Photo
2248,5.0,Camera & Photo
2249,5.0,Camera & Photo
2250,4.0,Camera & Photo
2251,5.0,Camera & Photo
2252,5.0,Camera & Photo
2253,4.0,Camera & Photo
2254,5.0,Camera & Photo
2255,5.0,Camera & Photo
2256,5.0,Camera & Photo
2257,3.0,Camera & Photo
2258,1.0,Camera & Photo
2259,4.0,Camera & Photo
2260,4.0,Camera & Photo
2261,5.0,Camera & Photo
2262,5.0,Camera & Photo
2263,5.0,Camera & Photo
2264,5.0,Camera & Photo
2265,5.0,Camera & Photo
2266,5.0,Camera & Photo
2267,5.0,Camera & Photo
2268,4.0,Camera & Photo
2269,4.0,Computers & Accessories
2270,4.0,Computers & Accessories
2271,5.0,Computers & Accessories
2272,4.0,Computers & Accessories
2273,5.0,Computers & Accessories
2274,4.0,Computers & Accessories
2275,4.0,Computers & Accessories
2276,4.0,Computers & Accessories
2277,5.0,Computers & Accessories
2278,3.0,Computers & Accessories
2279,3.0,Computers & Accessories
2280,5.0,Computers & Accessories
2281,3.0,Computers & Accessories
2282,4.0,Computers & Accessories
2283,4.0,Computers & Accessories
2284,5.0,Computers & Accessories
2285,4.0,Computers & Accessories
2286,4.0,Computers & Accessories
2287,4.0,Computers & Accessories
2288,4.0,Computers & Accessories
2289,4.0,Accessories & Supplies
2290,3.0,Accessories & Supplies
2291,5.0,Accessories & Supplies
2292,4.0,Accessories & Supplies
2293,4.0,Accessories & Supplies
2294,4.0,Accessories & Supplies
2295,4.0,Accessories & Supplies
2296,5.0,Accessories & Supplies
2297,5.0,Accessories & Supplies
2298,2.0,Accessories & Supplies
2299,4.0,Accessories & Supplies
2300,5.0,Accessories & Supplies
2301,4.0,Accessories & Supplies
2302,4.0,Accessories & Supplies
2303,4.0,Accessories & Supplies
2304,4.0,Accessories & Supplies
2305,5.0,Accessories & Supplies
2306,5.0,Accessories & Supplies
2307,1.0,Accessories & Supplies
2308,5.0,Accessories & Supplies
2309,3.0,Computers & Accessories
2310,5.0,Computers & Accessories
2311,1.0,Computers & Accessories
2312,5.0,Computers & Accessories
2313,5.0,Computers & Accessories
2314,5.0,Computers & Accessories
2315,4.0,Computers & Accessories
2316,4.0,Computers & Accessories
2317,4.0,Computers & Accessories
2318,4.0,Computers & Accessories
2319,5.0,Computers & Accessories
2320,5.0,Computers & Accessories
2321,5.0,Computers & Accessories
2322,5.0,Computers & Accessories
2323,5.0,Computers & Accessories
2324,5.0,Computers & Accessories
2325,5.0,Computers & Accessories
2326,4.0,Camera & Photo
2327,5.0,Camera & Photo
2328,4.0,Camera & Photo
2329,5.0,Camera & Photo
2330,4.0,Camera & Photo
2331,4.0,Camera & Photo
2332,4.0,Camera & Photo
2333,5.0,Camera & Photo
2334,4.0,Camera & Photo
2335,4.0,Camera & Photo
2336,5.0,Camera & Photo
2337,4.0,Camera & Photo
2338,5.0,Camera & Photo
2339,4.0,Camera & Photo
2340,5.0,Camera & Photo
2341,5.0,Camera & Photo
2342,3.0,Camera & Photo
2343,4.0,Camera & Photo
2344,4.0,Camera & Photo
2345,5.0,Camera & Photo
2346,5.0,Computers & Accessories
2347,3.0,Computers & Accessories
2348,4.0,Computers & Accessories
2349,5.0,Computers & Accessories
2350,5.0,Computers & Accessories
2351,1.0,Computers & Accessories
2352,5.0,Computers & Accessories
2353,2.0,Computers & Accessories
2354,4.0,Computers & Accessories
2355,3.0,Computers & Accessories
2356,5.0,Computers & Accessories
2357,5.0,Computers & Accessories
2358,3.0,Computers & Accessories
2359,5.0,Computers & Accessories
2360,5.0,Accessories & Supplies
2361,1.0,Camera & Photo
2362,4.0,Camera & Photo
2363,4.0,Camera & Photo
2364,5.0,Home Audio
2365,5.0,Home Audio
2366,4.0,Car & Vehicle Electronics
2367,5.0,Car & Vehicle Electronics
2368,4.0,Car & Vehicle Electronics
2369,5.0,Car & Vehicle Electronics
2370,5.0,Car & Vehicle Electronics
2371,5.0,Car & Vehicle Electronics
2372,5.0,Computers & Accessories
2373,1.0,Computers & Accessories
2374,5.0,Computers & Accessories
2375,1.0,Computers & Accessories
2376,1.0,Computers & Accessories
2377,5.0,Computers & Accessories
2378,5.0,eBook Readers & Accessories
2379,5.0,eBook Readers & Accessories
2380,5.0,eBook Readers & Accessories
2381,5.0,eBook Readers & Accessories
2382,5.0,eBook Readers & Accessories
2383,5.0,eBook Readers & Accessories
2384,5.0,eBook Readers & Accessories
2385,5.0,eBook Readers & Accessories
2386,4.0,Security & Surveillance
2387,5.0,Security & Surveillance
2388,5.0,Security & Surveillance
2389,5.0,Security & Surveillance
2390,1.0,Security & Surveillance
2391,5.0,Security & Surveillance
2392,1.0,Security & Surveillance
2393,5.0,Security & Surveillance
2394,5.0,Security & Surveillance
2395,3.0,Headphones
2396,3.0,Headphones
2397,2.0,Headphones
2398,5.0,Headphones
2399,2.0,Headphones
2400,5.0,Headphones
2401,5.0,Headphones
2402,1.0,Headphones
2403,5.0,Portable Audio & Video
2404,5.0,Portable Audio & Video
2405,4.0,Television & Video
2406,4.0,Television & Video
2407,5.0,Television & Video
2408,2.0,Television & Video
2409,5.0,Television & Video
2410,5.0,Television & Video
2411,1.0,Television & Video
2412,5.0,Television & Video
2413,5.0,Television & Video
2414,2.0,Television & Video
2415,1.0,Television & Video
2416,4.0,Television & Video
2417,3.0,Television & Video
2418,3.0,Television & Video
2419,4.0,Television & Video
2420,3.0,Television & Video
2421,1.0,Television & Video
2422,5.0,Television & Video
2423,2.0,Television & Video
2424,2.0,Television & Video
2425,5.0,Television & Video
2426,5.0,Television & Video
2427,5.0,Television & Video
2428,5.0,Television & Video
2429,5.0,Television & Video
2430,5.0,Television & Video
2431,4.0,Television & Video
2432,5.0,Television & Video
2433,5.0,Television & Video
2434,4.0,Computers & Accessories
2435,2.0,Computers & Accessories
2436,2.0,Computers & Accessories
2437,5.0,Computers & Accessories
2438,5.0,Computers & Accessories
2439,5.0,Computers & Accessories
2440,4.0,Computers & Accessories
2441,4.0,Computers & Accessories
2442,4.0,Computers & Accessories
2443,3.0,Computers & Accessories
2444,4.0,Computers & Accessories
2445,2.0,Computers & Accessories
2446,5.0,Computers & Accessories
2447,5.0,Computers & Accessories
2448,4.0,Computers & Accessories
2449,5.0,Computers & Accessories
2450,4.0,Computers & Accessories
2451,4.0,Computers & Accessories
2452,4.0,Computers & Accessories
2453,5.0,Computers & Accessories
2454,3.0,Computers & Accessories
2455,1.0,Computers & Accessories
2456,5.0,Computers & Accessories
2457,1.0,Computers & Accessories
2458,5.0,Computers & Accessories
2459,5.0,Computers & Accessories
2460,4.0,Computers & Accessories
2461,5.0,Computers & Accessories
2462,4.0,Computers & Accessories
2463,5.0,Computers & Accessories
2464,1.0,Computers & Accessories
2465,1.0,Computers & Accessories
2466,2.0,Computers & Accessories
2467,4.0,Computers & Accessories
2468,4.0,Computers & Accessories
2469,3.0,Computers & Accessories
2470,5.0,Computers & Accessories
2471,5.0,Computers & Accessories
2472,4.0,Computers & Accessories
2473,2.0,Computers & Accessories
2474,3.0,Computers & Accessories
2475,3.0,Computers & Accessories
2476,2.0,Computers & Accessories
2477,4.0,Computers & Accessories
2478,1.0,Computers & Accessories
2479,1.0,Computers & Accessories
2480,5.0,Computers & Accessories
2481,1.0,Computers & Accessories
2482,5.0,Computers & Accessories
2483,1.0,Computers & Accessories
2484,5.0,Computers & Accessories
2485,1.0,Computers & Accessories
2486,5.0,Computers & Accessories
2487,3.0,Computers & Accessories
2488,4.0,Computers & Accessories
2489,1.0,Computers & Accessories
2490,5.0,Computers & Accessories
2491,5.0,Computers & Accessories
2492,1.0,Computers & Accessories
2493,5.0,Computers & Accessories
2494,1.0,Computers & Accessories
2495,5.0,Computers & Accessories
2496,1.0,Computers & Accessories
2497,1.0,Computers & Accessories
2498,1.0,Computers & Accessories
2499,1.0,Computers & Accessories
2500,1.0,Computers & Accessories
2501,1.0,Computers & Accessories
2502,1.0,Computers & Accessories
2503,1.0,Computers & Accessories
2504,1.0,Computers & Accessories
2505,2.0,Computers & Accessories
2506,5.0,Computers & Accessories
2507,5.0,Computers & Accessories
2508,5.0,Computers & Accessories
2509,5.0,Computers & Accessories
2510,5.0,Computers & Accessories
2511,1.0,Computers & Accessories
2512,5.0,Computers & Accessories
2513,4.0,Accessories & Supplies
2514,3.0,Computers & Accessories
2515,3.0,Computers & Accessories
2516,5.0,Computers & Accessories
2517,5.0,Computers & Accessories
2518,5.0,Computers & Accessories
2519,5.0,Computers & Accessories
2520,5.0,Computers & Accessories
2521,4.0,Computers & Accessories
2522,4.0,Computers & Accessories
2523,1.0,Computers & Accessories
2524,1.0,Computers & Accessories
2525,1.0,Computers & Accessories
2526,4.0,Computers & Accessories
2527,5.0,Computers & Accessories
2528,1.0,Computers & Accessories
2529,4.0,Computers & Accessories
2530,4.0,Computers & Accessories
2531,5.0,Computers & Accessories
2532,5.0,Computers & Accessories
2533,4.0,Computers & Accessories
2534,4.0,Computers & Accessories
2535,3.0,Computers & Accessories
2536,5.0,Computers & Accessories
2537,4.0,Computers & Accessories
2538,4.0,Computers & Accessories
2539,5.0,Computers & Accessories
2540,2.0,Computers & Accessories
2541,1.0,Computers & Accessories
2542,5.0,Computers & Accessories
2543,5.0,Computers & Accessories
2544,5.0,Computers & Accessories
2545,5.0,Computers & Accessories
2546,5.0,Computers & Accessories
2547,1.0,Computers & Accessories
2548,5.0,Computers & Accessories
2549,5.0,Computers & Accessories
2550,5.0,Computers & Accessories
2551,2.0,Computers & Accessories
2552,4.0,Computers & Accessories
2553,1.0,Computers & Accessories
2554,2.0,Camera & Photo
2555,5.0,Camera & Photo
2556,1.0,Camera & Photo
2557,5.0,Computers & Accessories
2558,4.0,Computers & Accessories
2559,5.0,Computers & Accessories
2560,2.0,Computers & Accessories
2561,4.0,Computers & Accessories
2562,4.0,Computers & Accessories
2563,5.0,Computers & Accessories
2564,4.0,Computers & Accessories
2565,4.0,Computers & Accessories
2566,4.0,Computers & Accessories
2567,5.0,Computers & Accessories
2568,5.0,Computers & Accessories
2569,5.0,Computers & Accessories
2570,4.0,Computers & Accessories
2571,5.0,Computers & Accessories
2572,3.0,Computers & Accessories
2573,3.0,Computers & Accessories
2574,4.0,Computers & Accessories
2575,3.0,Computers & Accessories
2576,1.0,Computers & Accessories
2577,4.0,Portable Audio & Video
2578,5.0,Portable Audio & Video
2579,4.0,Portable Audio & Video
2580,5.0,Portable Audio & Video
2581,5.0,Portable Audio & Video
2582,5.0,Portable Audio & Video
2583,5.0,Portable Audio & Video
2584,5.0,Portable Audio & Video
2585,4.0,Portable Audio & Video
2586,5.0,Portable Audio & Video
2587,5.0,Portable Audio & Video
2588,1.0,Portable Audio & Video
2589,5.0,Portable Audio & Video
2590,5.0,Portable Audio & Video
2591,4.0,Portable Audio & Video
2592,4.0,Portable Audio & Video
2593,5.0,Portable Audio & Video
2594,5.0,Portable Audio & Video
2595,5.0,Portable Audio & Video
2596,5.0,Portable Audio & Video
2597,5.0,Computers & Accessories
2598,5.0,Computers & Accessories
2599,5.0,Computers & Accessories
2600,5.0,Computers & Accessories
2601,3.0,Computers & Accessories
2602,5.0,Computers & Accessories
2603,5.0,Computers & Accessories
2604,5.0,Computers & Accessories
2605,5.0,Computers & Accessories
2606,5.0,Computers & Accessories
2607,5.0,Computers & Accessories
2608,5.0,Computers & Accessories
2609,4.0,Camera & Photo
2610,3.0,Camera & Photo
2611,5.0,Camera & Photo
2612,2.0,Camera & Photo
2613,4.0,Camera & Photo
2614,4.0,Camera & Photo
2615,3.0,Camera & Photo
2616,4.0,Camera & Photo
2617,5.0,Camera & Photo
2618,5.0,Camera & Photo
2619,4.0,Camera & Photo
2620,2.0,Camera & Photo
2621,5.0,Camera & Photo
2622,5.0,Camera & Photo
2623,5.0,Camera & Photo
2624,1.0,Camera & Photo
2625,5.0,Camera & Photo
2626,5.0,Camera & Photo
2627,5.0,Camera & Photo
2628,4.0,Computers & Accessories
2629,4.0,Computers & Accessories
2630,5.0,Computers & Accessories
2631,5.0,Computers & Accessories
2632,5.0,Computers & Accessories
2633,5.0,Computers & Accessories
2634,5.0,Computers & Accessories
2635,5.0,Computers & Accessories
2636,3.0,Computers & Accessories
2637,3.0,Computers & Accessories
2638,3.0,Computers & Accessories
2639,3.0,Computers & Accessories
2640,4.0,Computers & Accessories
2641,5.0,Computers & Accessories
2642,4.0,Computers & Accessories
2643,5.0,Computers & Accessories
2644,5.0,Computers & Accessories
2645,4.0,Computers & Accessories
2646,5.0,Computers & Accessories
2647,4.0,Computers & Accessories
2648,3.0,Computers & Accessories
2649,4.0,Computers & Accessories
2650,3.0,Computers & Accessories
2651,5.0,Computers & Accessories
2652,5.0,Computers & Accessories
2653,5.0,Computers & Accessories
2654,4.0,Computers & Accessories
2655,5.0,Computers & Accessories
2656,4.0,Computers & Accessories
2657,3.0,Computers & Accessories
2658,4.0,Computers & Accessories
2659,5.0,Computers & Accessories
2660,5.0,Computers & Accessories
2661,3.0,Computers & Accessories
2662,5.0,Computers & Accessories
2663,4.0,Computers & Accessories
2664,5.0,Computers & Accessories
2665,3.0,Computers & Accessories
2666,5.0,Computers & Accessories
2667,5.0,Computers & Accessories
2668,1.0,Computers & Accessories
2669,5.0,Computers & Accessories
2670,5.0,Computers & Accessories
2671,5.0,Computers & Accessories
2672,5.0,Computers & Accessories
2673,5.0,Computers & Accessories
2674,4.0,Accessories & Supplies
2675,4.0,Accessories & Supplies
2676,5.0,Accessories & Supplies
2677,4.0,Accessories & Supplies
2678,5.0,Accessories & Supplies
2679,4.0,Accessories & Supplies
2680,4.0,Accessories & Supplies
2681,5.0,Accessories & Supplies
2682,4.0,Accessories & Supplies
2683,5.0,Accessories & Supplies
2684,2.0,Computers & Accessories
2685,3.0,Computers & Accessories
2686,4.0,Computers & Accessories
2687,4.0,Computers & Accessories
2688,4.0,Computers & Accessories
2689,1.0,Accessories & Supplies
2690,4.0,Camera & Photo
2691,3.0,Camera & Photo
2692,5.0,Camera & Photo
2693,3.0,Camera & Photo
2694,4.0,Camera & Photo
2695,5.0,Camera & Photo
2696,5.0,Camera & Photo
2697,5.0,Camera & Photo
2698,5.0,Camera & Photo
2699,3.0,Computers & Accessories
2700,2.0,Headphones
2701,3.0,Headphones
2702,4.0,Headphones
2703,4.0,Headphones
2704,4.0,Headphones
2705,4.0,Headphones
2706,4.0,Headphones
2707,3.0,Headphones
2708,2.0,Headphones
2709,3.0,Headphones
2710,4.0,Headphones
2711,4.0,Headphones
2712,4.0,Headphones
2713,4.0,Headphones
2714,4.0,Headphones
2715,4.0,Headphones
2716,4.0,Headphones
2717,1.0,Headphones
2718,5.0,Headphones
2719,5.0,Headphones
2720,5.0,Camera & Photo
2721,3.0,Computers & Accessories
2722,5.0,Portable Audio & Video
2723,4.0,Portable Audio & Video
2724,4.0,Portable Audio & Video
2725,5.0,Portable Audio & Video
2726,5.0,Portable Audio & Video
2727,3.0,Portable Audio & Video
2728,5.0,Portable Audio & Video
2729,5.0,Portable Audio & Video
2730,3.0,Portable Audio & Video
2731,5.0,Portable Audio & Video
2732,4.0,Portable Audio & Video
2733,1.0,Portable Audio & Video
2734,2.0,Portable Audio & Video
2735,3.0,Portable Audio & Video
2736,4.0,Portable Audio & Video
2737,4.0,Portable Audio & Video
2738,3.0,Portable Audio & Video
2739,3.0,Portable Audio & Video
